HDP ID,Project number,Active status,Archive date,Study name,Year Awarded,Registered,Clinical Trials ID,SLMD completion %,Repository selection,Data link(s) submitted,VLMD submitted - Data Dictionary,VLMD submitted - CDE,HEAL Research Program,NIH RePORTER link,Study PIs,DOI Identifier
HDP01258,1U24DA055330-01,live,,Healthy Brain and Child Development National Consortium Data Coordinating Center,2021,No,,11.5,NIH Brain Development Cohorts (NBDC) Data Hub,https://www.nbdc-datahub.org/hbcd-release-2-0,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/10381046,"ANDERS M DALE, Damien A Fair, Christopher Daniel Smyser",
HDP01259,3U2CDA050097-04S1,archived,2024-10-29T14:09:42.099357,JCOIN Coordination and Translation Center,2022,No,,11.5,,,No,No,Training the Next Generation of Researchers in HEAL,https://reporter.nih.gov/project-details/10675817,"Warren J. Ferguson, Todd David Molfenter, Danielle  Rudes, Faye S Taxman",
HDP01260,3R61AG081034-01S1,archived,2025-11-04T16:24:46.620851,Addressing the chronic pain epidemic among older adults in underserved community center; The GetActive+ study (McDermott-Career Enhancement Supplement),2023,No,,11.5,,,No,No,Advancing Health Equity in Pain Management,https://reporter.nih.gov/project-details/10789061,"Christine S Ritchie, Ana-Maria  Vranceanu",
HDP01261,3UH3CA261067-03S1,archived,2025-03-24T11:56:41.900564,Optimizing the use of ketamine to reduce chronic postsurgical pain,2022,No,,11.5,,,No,No,Training the Next Generation of Researchers in HEAL,https://reporter.nih.gov/project-details/10527397,"Lisa  Doan, Jing  Wang",
HDP01262,3UG1DA013732-20S2,archived,2025-01-14T10:32:38.676718,Ohio Valley Node-Network (OVNN) of the NIDA Clinical Trials Network,2019,No,,11.5,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9902782,T John WINHUSEN,
HDP01263,2R44NS086343-04,live,,IND-enabling studies on novel Cav3 T-channel modulators for treatment of neuropathic pain,2018,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9622261,Xinmin Simon Xie,
HDP01264,5R01AI132030-02,live,,Mining real-time social media big data to monitor HIV: Development and Ethical Issues,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9459809,Sean  Young,
HDP01265,5R01NS097880-02,live,,Regulation of neuropathic pain by exercise: effects on nociceptor plasticity and inflammation,2018,No,,11.5,Open Data Commons for Spinal Cord Injury,https://odc-sci.org/data/786,Yes,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/9568846,MEGAN R DETLOFF,
HDP01266,1R43AR082729-01,live,,Ultrasound Stimulated Chondrogenic Stem Cell Therapy for Osteoarthritis,2023,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10701506,Suresh  Anaganti,
HDP01267,1R18EB035005-01,live,,"Development of A Focused Ultrasound Device for Noninvasive, Peripheral Nerve Blockade to Manage Acute Pain",2023,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10740796,Thomas A. Anderson,
HDP01268,3U01OD033241-01S2,live,,Culturally-responsive community-driven substance use recovery for Black and Latinx populations,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10645536,"Chyrell Denise Bellamy, Ayana  Jordan",
HDP01269,1U24TR004315-01,archived,2024-11-26T15:17:20.379458,HEAL ERN: Data Coordinating Resource Center,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10591779,"Jonathan Michael Dean, Jamie P. Dwyer, KATHERINE ANN SWARD, Kevin M Watt",
HDP01270,3UH3AT010739-04S1,archived,2025-01-28T12:29:26.824573,BackInAction Administrative Supplement,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10627304,"Andrea Jean Cook, LYNN L. DeBAR",
HDP01271,3UG1DA050077-04S1,archived,2024-10-29T14:09:30.831220,A comparison of Sublingual and Extended-Release Buprenorphine for  Individuals Leaving Jail,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10547922,"Michael Scott Gordon, Shannon Gwin Mitchell",
HDP01272,1U24TR004316-01,archived,2024-11-26T15:17:21.374501,Johns Hopkins Statistical and Safety Resource Center-HEAL PAIN ERN,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10592780,DANIEL F HANLEY,
HDP01273,1U24TR004317-01,live,,ICERCH-Supporting the HEAL Pain ERN,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10592520,"Paul A. Harris, CONSUELO HOPKINS WILKINS",
HDP01274,3U01DA055357-02S1,archived,2024-07-08T16:25:28.673453,22/24 Healthy Brain and Child Development National Consortium,2023,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10754804,"Martha Ann  Bell, BRITTANY ROLLINS HOWELL, Kathryn W Hosig",
HDP01275,3UG1DA015815-21S1,archived,2025-01-07T13:03:07.834431,Western States Node of the National Drug Abuse Treatment Clinical Trials Network,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10583135,"Keith N. Humphreys, Philip Todd Korthuis",
HDP01276,3R01DK121724-03S1,live,,Motor cortical neuromodulation in women with Interstitial Cystitis/Bladder Pain Syndrome: reducing pain by improving brain and muscle activity,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10655675,"Jason J. Kutch, Larissa  Rodriguez",
HDP01277,3U01DA055344-03S1,archived,2024-07-08T16:25:26.899785,5/6 HBCD Prenatal Experiences and Longitudinal Development (PRELUDE) Consortium,2023,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10749358,"Karen M Grewen, Weili  Lin",
HDP01278,3U01DA050442-04S2,archived,2024-10-29T14:09:33.464519,Using Implementation Interventions and Peer Recovery Support to Improve Opioid Treatment Outcomes in Community Supervision,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10462315,"Lauren  Brinkley-Rubinstein, ROSEMARIE A MARTIN, Damaris J. Rohsenow",
HDP01279,3UH3AT010621-04S1,archived,2025-01-28T12:29:24.983362,COPC Administrative Supplement to Group-Based Mindfulness for Patients with Chronic Low Back Pain in the Primary Care,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10521941,Natalia E. Morone,
HDP01280,3U2COD023375-07S2,live,,ECHO Administrative Supplement - Neonatal Opioid Trials,2022,No,,9.6,,,No,No,,https://reporter.nih.gov/project-details/10672153,"Laura Kristin NEWBY, Phillip Brian Smith",
HDP01281,3U2CDA050097-04S2,archived,2024-10-29T14:09:35.222007,JCOIN Coordination and Translation Center,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10580967,"Danielle  Rudes, Faye S Taxman",
HDP01282,1R24DA051974-01A1,live,,Enhancing Effectiveness Research on Recovery Housing for Persons Prescribed Medication for Opioid Use Disorder,2022,Yes,,7.7,NAHDAP,,No,No,,,"Jodie M. Dewey, Amy Adale Mericle, Carmen L Masson",
HDP01283,1R24DA051974-01A1,live,,Missouri Infrastructure for Studying Treatment & Addiction Recovery Residences (MO I-STARR),2022,Yes,,75.0,NAHDAP,,No,No,,,"Rachel Winograd, Amy Adale Mericle, Carmen L Masson",10.60490/HDP01283
HDP01284,5UH3AR076736-04,live,,Focused Ultrasound Neuromodulation of Dorsal Root Ganglion for Noninvasive Mitigation of Low Back Pain,2023,Yes,,7.7,SPARC,,Yes,Yes,,https://reporter.nih.gov/project-details/10705012,"VIOLA  RIEKE, LUBDHA  SHAH",
HDP01285,CTN-0130,live,,Quantifying How Cocaine Users Respond to Fentanyl Contamination in Cocaine ,,Yes,,73.1,NAHDAP,,No,No,,,Cecilia Nunez,10.60490/HDP01285
HDP01286,CTN-0133,live,,Exploring Health Beliefs for Community Engagement and Diversity in Clinical Trials ,,Yes,,65.4,Figshare,https://doi.org/10.6084/m9.figshare.29452202,Yes,No,,,Kimberly Page,10.60490/HDP01286
HDP01287,CTN-0095A2,live,,Reducing Stigma Toward People with Opioid Use Disorder Among Primary Care Clinicians,,Yes,NCT04867382,51.9,NIDA Data Share,https://datashare.nida.nih.gov/study/nida-ctn-0095a2,Yes,No,,,"Stephanie A. Hooker, Gavin Bart, Rebecca Rossom",10.60490/HDP01287
HDP01288,CTN-0093,live,,Validation of a Community Pharmacy-based Prescription Drug Monitoring Program Risk Screening Tool (PHARMSCREEN),,Yes,NCT03936985,65.4,NIDA Data Share,https://datashare.nida.nih.gov/study/nida-ctn-0093,Yes,No,,,"Gerald Cochran, T. John Winhusen",10.60490/HDP01288
HDP01289,CTN-0147,live,,Building Opioid recovery support Networks to engage and retain young adults in Medication for Opioid Use Disorder (BOND),,No,,7.7,,,No,No,,,"Mark Fishman, Lisa A. Marsch",
HDP01290,CTN-0099,live,,Emergency Department-INitiated bupreNOrphine and VAlidaTIOn Network Trial (ED-INNOVATION),,Yes,NCT04225598,76.9,NIDA Data Share,,No,No,,,"Gail D'Onofrio, David Fiellin",10.60490/HDP01290
HDP01291,CTN-0088,live,,Better Together. Community Partnership for a Healthy Community Free from Addiction,,Yes,,21.2,NIDA Data Share,,No,No,,,Richard Schottenfeld,
HDP01292,CTN-0144,live,,Better Together: Integrating MOUD in African American Community Settings,,No,,7.7,,,No,No,,,"Richard Schottenfeld, Niranjan Karnik, José Szapocznik",
HDP01293,CTN-0099-A-1,live,,"Barriers and Facilitators to Engaging in Addiction Treatment among Black, Latino, and non-Latino White Patients Receiving ED-initiated Buprenorphine Treatment",,No,,7.7,,,No,No,,,Edouard Coupet II,
HDP01294,CTN-0095,live,,Clinic-Randomized Trial of Clinical Decision Support for Opioid Use Disorders in Medical Settings,,Yes,NCT04198428,78.8,NIDA Data Share,,No,No,,,"Rebecca Rossom, Gavin Bart",10.60490/HDP01294
HDP01295,CTN-0098,live,,Exemplar Hospital Initiation Trial to Enhance Treatment Engagement (EXHIT ENTRE),,Yes,NCT04345718,59.6,NIDA Data Share,,No,No,,,Gavin Bart,
HDP01296,CTN-0145,live,,Standard versus High Dose ED-Initiated Buprenorphine Induction,,Yes,NCT06494904,78.8,NIDA Data Share,,No,No,,,"Kathryn Hawk, Andrew Herring, Gail D'Onofrio",10.60490/HDP01296
HDP01297,CTN-0086,live,,Inpatient versus Outpatient Treatment Outcomes for People with Opioid Use Disorder,,No,,7.7,,,No,No,,,Dan Hartung,
HDP01298,CTN-0115,live,,Developing an Intervention to Address Intersecting Prescription Opioid and Chronic Pain Stigma in Cancer Survivors,,Yes,,78.8,,,No,No,,,Hailey Bulls,10.60490/HDP01298
HDP01299,CTN-0084-A-1,live,,"Determining the Optimal Duration of Buprenorphine Treatment to Reduce the Risk of Relapse, Overdose, and Mortality",,Yes,,63.5,NIDA Data Share,,No,No,,,Cynthia Campbell,10.60490/HDP01299
HDP01300,CTN-0091,archived,2025-07-10T16:04:53.466250,Preventing and Identifying Opioid Use Disorder using the Six Building Blocks (6BBs) for Improving Opioid Prescription Management,,No,,7.7,,,No,No,,,Laura-Mae Baldwin,
HDP01301,CTN-0101,live,,Subthreshold Opioid Use Disorder Prevention (STOP) Trial,,Yes,NCT04218201,84.6,NIDA Data Share,https://datashare.nida.nih.gov/study/nida-ctn-0101,No,No,,,"Jennifer McNeely, Jane Liebschutz",10.60490/HDP01301
HDP01302,CTN-0139,live,,Collaborative Care for Polysubstance use in Primary Care Settings (Co-Care),,No,,7.7,,,No,No,,,"Jennifer McNeely, Jane Liebschutz",
HDP01303,CTN-0105,live,,Integrating pharmacy-based prevention and treatment of opioid and other substance use disorders: A survey of pharmacists and stakeholder,,Yes,,69.2,NIDA Data Share,https://datashare.nida.nih.gov/study/nida-ctn-0105,No,No,,,Li-Tzy Wu,10.60490/HDP01303
HDP01304,CTN-0085,live,,Selection Bias-Free Estimation of the Impact of Drug-Focused 12-step Mutual Help Groups,,No,,7.7,,,No,No,,,Keith Humphreys,
HDP01305,CTN-0079-A-1,live,,Ancillary Study of the Adoption and Sustainability of ED-Initiated Buprenorphine,,Yes,NCT04289363,75.0,NIDA Data Share,,No,No,,,"Ryan McCormack, John Rotrosen",10.60490/HDP01305
HDP01306,CTN-0089,archived,2025-07-10T16:04:53.774002,Integrating Nurse Practitioner Buprenorphine Waiver Training into Graduate Nursing Curriculum,,No,,7.7,,,No,No,,,"Kathleen T. Brady, Karen Hartwell",
HDP01307,CTN-0107,live,,Peer Intervention to Link Overdose survivors to Treatment (PILOT),,Yes,NCT05123027,50.0,NIDA Data Share,,No,No,,,Kelly Barth,10.60490/HDP01307
HDP01308,CTN-0100,live,,"Optimizing Retention, Duration, and Discontinuation Strategies for Opioid Use Disorder Pharmacotherapy",,No,,7.7,,,No,No,,,"Edward V. Nunes, John Rotrosen, Roger D. Weiss",
HDP01309,CTN-0103,archived,2025-07-24T17:06:22.428270,Expanding Clinical Research Training on Implementing the Evidence-based Hub and Spoke Model of Medication-Assisted Treatment for Opioid Use Disorder,,No,,7.7,,,No,No,,,Lisa A. Marsch,
HDP01310,CTN-0087,live,,A Foundation to Examine Reasons for Discontinuation for Buprenorphine Care in the Veterans Health Administration,,Yes,,73.1,,,Yes,No,,,Adam J. Gordon,10.60490/HDP01310
HDP01311,CTN-0128,live,,Adherence and Feasibility of Wearable Technologies and Ecological Momentary Assessment to Assess Autonomic Function and Negative Affect in Opioid Use Disorder,,No,,7.7,,,No,No,,,Veronica Ramirez,
HDP01312,CTN-0095-A-1,live,,Suicide Prediction and Prevention for People at Risk for Opioid Use Disorder,,Yes,NCT04939727,51.9,NIDA Data Share,https://datashare.nida.nih.gov/study/nida-ctn-0095a1,Yes,No,,,"Rebecca Rossom, Gavin Bart",10.60490/HDP01312
HDP01313,CTN-0084,live,,Developing a Prescription Opioid Registry across Diverse Health Systems,,Yes,,57.7,NIDA Data Share,https://datashare.nida.nih.gov/study/nida-ctn-0084,No,No,,,Cynthia Campbell,10.60490/HDP01313
HDP01314,CTN-0106,live,,Derivation and Validation of New Measurement-Based Care Tools Derived from the Brief Addiction Monitor,,No,,7.7,,,No,No,,,"Andrew Saxon, James McKay",
HDP01315,CTN-0102,live,,Rural Expansion of Medication Treatment for Opioid Use Disorder,,No,,7.7,,,No,No,,,Yih-Ing Hser,
HDP01316,CTN-0090,live,,Innovatively Increasing PCP Prescribing of Buprenorphine: Measurement Based Care and Integrated Electronic Solution,,Yes,NCT04059016,82.7,NIDA Data Share,,No,No,,,"Adriane M. dela Cruz, Madhukar H. Trivedi",10.60490/HDP01316
HDP01317,CTN-0080,live,,Medication Treatment for Opioid-dependent Expecting Mothers (MOMs): A Pragmatic Randomized Trial Comparing Two Buprenorphine Formulations,,Yes,NCT03918850,76.9,NIDA Data Share,,No,No,,,T. John Winhusen,10.60490/HDP01317
HDP01318,CTN-0074-A-1,live,,Primary Care Opioid Use Disorders Treatment Trial Economic Analysis Study ,,Yes,,21.2,NIDA Data Share,,No,No,,,"Katharine Bradley, Sean Murphy",
HDP01319,CTN-0097,live,,Surmounting Withdrawal to Initiate Fast Treatment with Naltrexone (SWIFT): Improving the Real-World Effectiveness of Injection Naltrexone for Opioid Use Disorder,,Yes,NCT04762537,82.7,NIDA Data Share,https://datashare.nida.nih.gov/study/nida-ctn-0097,No,No,,,"Adam Bisaga, Edward V. Nunes, Jr.",10.60490/HDP01319
HDP01320,CTN-0110,live,,"Randomized, Double-Blind, Placebo-Controlled Trial of Monthly Injectable Buprenorphine for Methamphetamine Use Disorder (MURB)",,Yes,NCT05283304,84.6,NIDA Data Share,,No,No,,,"Steve Shoptaw, Madhukar H. Trivedi",10.60490/HDP01320
HDP01321,CTN-0096,live,,Culturally Centered MAT for OUD Implementation Facilitation for Primary Care and Addiction Treatment Programs Serving American Indian/Alaska Natives,,Yes,NCT04958798,76.9,,,No,No,,,"Kamilla Venner, Aimee Campbell",10.60490/HDP01321
HDP01322,CTN-0084-A-2,live,,Harnessing Digital Health to Understand Clinical Trajectories of Opioid Use Disorder (D-TECT),,Yes,NCT04535583,63.5,,,No,No,,,"Lisa A. Marsch, Cynthia Campbell",10.60490/HDP01322
HDP01323,CTN-0094,live,,Individual Level Predictive Modeling of Opioid Use Disorder Treatment Outcome,,Yes,,7.7,GitHub,"https://github.com/CTN-0094/DOPE, https://github.com/CTN-0094/public.ctn0094extra, https://github.com/CTN-0094/public.ctn0094data, https://github.com/CTN-0094/OUDRelapseRiskScore, https://github.com/CTN-0094/CTNote, https://github.com/CTN-0094/Pipeline, https://github.com/CTN-0094/CTN-0094.github.io",No,No,,,"Sean Luo, Daniel J. Feaster",
HDP01324,CTN-0146,live,,Adolescent outcomes of Post-operative opioid Exposure (APEX),,No,,7.7,,,No,No,,,"Joseph Cravero, Sharon Levy",
HDP01325,1UG3NS121563-01A1,archived,2024-07-24T09:56:35.453950,Novel Stimulation Patterns to Improve the Effectiveness of Spinal Cord Stimulation,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10358071,"Rosana  Esteller, Ashwin  Viswanathan",
HDP01326,4UH3DA048734-03,live,,Evaluating Suvorexant for Sleep Disturbance in Opioid Use Disorder,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10454583,"Kelly E Dunn, Andrew S Huhn",
HDP01327,4UH3NS121563-02,live,,Novel Stimulation Patterns to Improve the Effectiveness of Spinal Cord Stimulation,2024,Yes,NCT05968664,84.6,SPARC,,No,Yes,,https://reporter.nih.gov/project-details/10732537,"Rosana  Esteller, Ashwin  Viswanathan",
HDP01328,1R43NS130717-01,live,,Discovery of GPR171 small molecule ligands for the treatment of chronic pain,2023,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10604177,Bingfa  Sun,
HDP01329,4R33NR020845-02,live,,Equity Using Interventions for Pain and Depression (EQUIPD),2024,Yes,NCT06500780,32.7,Vivli,,Yes,Yes,,https://reporter.nih.gov/project-details/11062118,Marianne  Matthias,
HDP01330,4UH3DA050251-03,live,,A digital intervention to prevent the initiation of opioid misuse in adolescents in school-based health centers,2021,Yes,,90.4,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10408897,Lynn Elizabeth Fiellin,10.60490/HDP01330
HDP01331,4UH3DA050250-02,live,,Preventing Opioid Use Among Justice-Involved Youth as They Transition to Adulthood: Leveraging Safe Adults (LeSA),2020,Yes,,88.5,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10209094,DANICA K KNIGHT,10.60490/HDP01331
HDP01332,5UH3DA050234-03,live,,Community Randomized Trial in the Cherokee Nation: CONNECT and CMCA for Preventing Drug Misuse among Older Adolescents,2021,Yes,NCT04839978,82.7,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10252951,KELLI Ann KOMRO,
HDP01333,4UH3DA050193-02,live,,Preventing Parental Opioid and/or Methamphetamine Addiction within DHS-Involved Families: FAIR,2020,Yes,NCT05380440,84.6,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10208316,Lisa  Saldana,10.60490/HDP01333
HDP01334,4UH3DA050174-02,live,,"Prevention of OUD: The HOME (Housing, Opportunities, Motivation and Engagement) Randomized Trial",2020,Yes,,73.1,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10168176,"Kelly J Kelleher, NATASHA  SLESNICK",10.60490/HDP01334
HDP01335,4UH3DA050252-02,live,,Does Treating Young Persons Psychopathology Prevent the Onset of Opioid and other Substance Use Disorders?,2020,Yes,,57.7,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10208059,"Timothy E Wilens, Amy  Yule",10.60490/HDP01335
HDP01336,4R33DA057600-02,live,,"Using data to drive action to reduce opioid overdoses in Seattle, WA",2024,Yes,NCT06768814,59.6,,,No,No,,https://reporter.nih.gov/project-details/10875930,"Caleb  Banta-Green, Julia Elizabeth Hood",10.60490/HDP01336
HDP01337,5RM1DA055311-03,live,,Tailored Retention and Engagement for Equitable Treatment of OUD and Pain (TREETOP),2024,Yes,NCT06855732,73.1,,,Yes,Yes,Integrative Management of chronic Pain and OUD for Whole Recovery (IMPOWR),https://reporter.nih.gov/project-details/10904796,"Megan  Hamm, Jessica S Merlin, Erin L Winstanley",10.60490/HDP01337
HDP01338,1U19AR076737-01,live,,comeBACK Study,2019,Yes,,69.2,Vivli,https://doi.org/10.25934/PR00010819,Yes,Yes,Back Pain Consortium Research Program,https://reporter.nih.gov/project-details/9898132,JEFFREY C. LOTZ,10.60490/HDP01338
HDP01339,1U19AR076737-01,live,,BACKHOME Study,2019,Yes,,65.4,Vivli,,No,No,Back Pain Consortium Research Program,https://reporter.nih.gov/project-details/9898132,JEFFREY C. LOTZ,10.60490/HDP01339
HDP01340,1U01DK123813-01,live,,HOPE Consortium Trial to Reduce Pain and Opioid Use in Hemodialysis,2019,Yes,NCT04571619,90.4,NIDDK Central Repository,https://repository.niddk.nih.gov/study/343,Yes,Yes,Integrated Approach to Pain and Opioid Use in Hemodialysis Patients,https://reporter.nih.gov/project-details/9901764,"Laura M Dember, JOHN T FARRAR, Jesse Yenchih Hsu, KYLE Matthew KAMPMAN",10.60490/HDP01340
HDP01341,3U24AR076730-01S1,live,,The Biomarkers for Evaluating Spine Treatments (BEST) Trial,2021,Yes,,75.0,"Vivli, Database of Genotypes and Phenotypes (dbGaP)",", https://doi.org/10.25934/PR00010917",No,No,Back Pain Consortium Research Program,https://reporter.nih.gov/project-details/10400459,"Matthew Mauck, Daniel J Clauw, Gwendolyn A Sowa, Kevin J Anstrom",10.60490/HDP01341
HDP01342,7R34DA057639-02,live,,"Leveraging Parents and Peer Recovery Supports to Increase Recovery Capital in Emerging Adults with Polysubstance Use: Feasibility, Acceptability, and Scaling Up of Launch",2022,Yes,NCT06414993,86.5,,,No,No,,https://reporter.nih.gov/project-details/10876784,Tess K. Drazdowski,10.60490/HDP01342
HDP01343,1R33DA062346-01,live,,"Reversing Overdose Epidemics through Simulation, Collaboration, and Unified Efforts (RESCUE)",2024,Yes,,61.5,"GitHub, ICPSR, Zenodo",,No,No,"Optimizing the Quality, Reach, and Impact of Addiction Services",https://reporter.nih.gov/project-details/11059402,"Brandon David Lewis Marshall, Xiao  Zang",10.60490/HDP01343
HDP01344,1R61NS131303-01A1,live,,Topical Neurokinin-1 Receptor Antagonist as an Effective Non-addictive Analgesic for Ocular Pain,2024,Yes,,40.4,Harvard Dataverse,,Yes,No,Development and Optimization of Non-Addictive Therapies to Treat Pain,https://reporter.nih.gov/project-details/10946971,"YIHE  CHEN, Reza  Dana",
HDP01345,1DP2NS140735-01,live,,Psychophysical distillation of pure pain by nociceptive-specific heating,2024,Yes,,73.1,OpenNEURO,,Yes,No,,https://reporter.nih.gov/project-details/10846260,Daniel Elliott Harper,10.60490/HDP01345
HDP01346,3UG3NS115637-03S1,live,,Clinical Translation of Ultrasonic Ketamine Uncaging for Non-Opioid Therapy of Chronic Pain,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/11090278,"Raag D Airan, Nolan R. Williams",
HDP01347,1K99DA060895-01,live,,Mapping the Functional and Anatomical Pathways from the Anterior and Posterior Paraventricular Nucleus of the Thalamus to the Nucleus Accumbens: Implications for Opioid Use,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10947461,Yanaira  Alonso Caraballo,
HDP01348,1R18EB036591-01,live,,Transspinal Magnetic Stimulation for the Treatment of Neuropathic Pain,2024,Yes,,59.6,Harvard Dataverse,,No,No,Translating Discoveries into Effective Devices to Treat Pain,https://reporter.nih.gov/project-details/11037147,GIORGIO  BONMASSAR,
HDP01349,1R61DA059893-01A1,live,,Staffing and Supports for Implementing Cross-System Interventions with Peer Mentors,2024,Yes,,55.8,Dryad,https://doi.org/10.5061/dryad.1g1jwsv88,Yes,No,"Optimizing the Quality, Reach, and Impact of Addiction Services",https://reporter.nih.gov/project-details/10986678,"ALICIA C BUNGER, Lisa  Saldana",10.60490/HDP01349
HDP01350,3U24DA055325-04S2,archived,2025-05-21T12:23:59.197683,The Healthy Brain and Child Development National Consortium Administrative Core,2024,No,,11.5,,,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/11169303,"CHRISTINA  CHAMBERS, CHARLES Alexander NELSON",
HDP01351,1R61AT012275-01A1,live,,Development of diagnostic and prognostic ultrasound imaging biomarkers for plantar heel pain,2024,Yes,NCT06803056,71.2,,,Yes,Yes,"Discovery and Validation of Biomarkers, Endpoints, and Signatures for Pain Conditions",https://reporter.nih.gov/project-details/10953166,"Ruth Louise Porter Chimenti, James H Holmes, KATHLEEN A SLUKA",10.60490/HDP01351
HDP01352,3UG1DA015831-23S2,archived,2025-04-28T11:24:24.107859,CTN145: Standard versus High Dose ED-Initiated Buprenorphine Induction Administrative Supplement 1,2024,No,,11.5,,,No,No,"Optimizing the Quality, Reach, and Impact of Addiction Services",https://reporter.nih.gov/project-details/11094445,"Gail  D'Onofrio, Kathryn  Hawk, Andrew  Herring",
HDP01353,1R43DA059315-01A1,archived,2026-02-20T15:04:58.403361,Extending duration of an injectable long-acting local anesthetic formulation using novel salts,2024,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10922483,Brett  Davis,
HDP01354,1U01DA059994-01,live,,"Efficacy, safety, and pharmacokinetic study of BICX104 naltrexone subcutaneous implant alone and in combination with bupropion for the treatment of Methamphetamine Use Disorder (MUD).",2024,No,,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/10829770,Kate Beebe DeVarney,
HDP01355,1R43DA060033-01A1,live,,"Xylazine and opioid overdose mitigation therapy using decoy receptor biomimetic nanoparticles, NarcoBond platform",2024,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10920983,Babak  Esmaeli-Azad,
HDP01356,1R34AA031870-01,live,,Cultivating Recovery: A Pilot Study of Digital Contingency Management for Co-occurring Opioid and Alcohol Use Disorder,2024,Yes,,80.8,NIMH Data Archive,,No,No,,https://reporter.nih.gov/project-details/10996795,"Lara Nicole Coughlin, Anne Christie Fernandez",10.60490/HDP01356
HDP01357,1R43HL172316-01,archived,2026-02-20T15:05:06.438657,A Novel Aerosolization and Inhalation Platform for the Pulmonary Delivery of Anti-inflammatory Agents to Distal Airways for the Enhanced Pain Management in Chronic Obstructive Pulmonary Disease (COPD),2024,No,,11.5,,,No,No,"Discovery and Validation of Biomarkers, Endpoints, and Signatures for Pain Conditions",https://reporter.nih.gov/project-details/10819739,Xiang  Gao,
HDP01358,1U24HD116261-01,archived,2026-02-23T15:05:23.765452,Duke-Utah HEAL KIDS Pain Resource and Data Center,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10990605,"DANIEL K. BENJAMIN, Rachel G Greenberg, KATHERINE ANN SWARD, Kevin M Watt",
HDP01359,1R21AG086147-01,live,,Binding NF-B essential modulator (NEMO) to Treat Surgical Pain,2024,Yes,,53.8,Dryad,,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/10846174,Eric Richard Gross,10.60490/HDP01359
HDP01360,1R01AR085335-01,live,,Innovative modeling of the biopsychosocial model in animals: Validation of outcomes for assessing emotional and cognitive domains affected by naturally-occurring chronic pain in dogs,2024,Yes,,59.6,Dryad,,No,No,,https://reporter.nih.gov/project-details/11050788,"Margaret Elizabeth Gruen, Brian  Hare, Duncan  Lascelles",10.60490/HDP01360
HDP01361,3U24TR004316-03S1,archived,2025-01-29T16:17:30.466998,Johns Hopkins Statistical and Safety Resource Center-HEAL PAIN ERN,2024,No,,11.5,,,No,No,Pain Management Effectiveness Research Network (ERN),https://reporter.nih.gov/project-details/11076851,DANIEL F HANLEY,
